"File Names",Article,References,Reviewer,Category,"String Cite"
"Nature Comm 47","Z. L. Zhang, Y. H. Zhu, H. Asakura, B. Zhang, J. G. Zhang, M. X. Zhou, Y. Han, T. Tanaka, A. Q. Wang, T. Zhang and N. Yan	2017	Thermally stable single atom Pt/m-Al2O3 for selective hydrogenation and CO oxidation		Nature Communications			8								Jul			Thermally stable single atom Pt/m-Al2O3 for selective hydrogenation and CO oxidation		2041-1723										16100		WOS:000406360300001					Times Cited: 77","     Yuan Q, 2008, J AM CHEM SOC, V130, P3465, DOI 10.1021/ja0764308",Aaron,"Impossible to Substantiate",No
"Nature Comm 48","G. X. Y. Zheng, J. M. Terry, P. Belgrader, P. Ryvkin, Z. W. Bent, R. Wilson, S. B. Ziraldo, T. D. Wheeler, G. P. McDermott, J. J. Zhu, M. T. Gregory, J. Shuga, L. Montesclaros, J. G. Underwood, D. A. Masquelier, S. Y. Nishimura, M. Schnall-Levin, P. W. Wyatt, C. M. Hindson, R. Bharadwaj, A. Wong, K. D. Ness, L. W. Beppu, H. J. Deeg, C. McFarland, K. R. Loeb, W. J. Valente, N. G. Ericson, E. A. Stevens, J. P. Radich, T. S. Mikkelsen, B. J. Hindson and J. H. Bielas	2017	Massively parallel digital transcriptional profiling of single cells		Nature Communications			8								Jan			Massively parallel digital transcriptional profiling of single cells		2041-1723										14049		WOS:000392092700001					Times Cited: 352","     Vardiman JW, 2009, BLOOD, V114, P937, DOI 10.1182/blood-2009-03-209262",Neal,"Impossible to Substantiate",No
"Nature Comm 49","T. Zheng, Z. X. Yang, D. X. Gui, Z. Y. Liu, X. X. Wang, X. Dai, S. T. Liu, L. J. Zhang, Y. Gao, L. H. Chen, D. P. Sheng, Y. L. Wang, D. W. Juan, J. Q. Wang, R. H. Zhou, Z. F. Chai, T. E. Albrecht-Schmitt and S. Wang	2017	Overcoming the crystallization and designability issues in the ultrastable zirconium phosphonate framework system		Nature Communications			8								May			Overcoming the crystallization and designability issues in the ultrastable zirconium phosphonate framework system		2041-1723										15369		WOS:000402303600001					Times Cited: 95","     Liu TF, 2015, J AM CHEM SOC, V137, P413, DOI 10.1021/ja5111317",Aaron,"Fully Substantiated",Yes
"Nature Comm 50","T. Zheng, Z. X. Yang, D. X. Gui, Z. Y. Liu, X. X. Wang, X. Dai, S. T. Liu, L. J. Zhang, Y. Gao, L. H. Chen, D. P. Sheng, Y. L. Wang, D. W. Juan, J. Q. Wang, R. H. Zhou, Z. F. Chai, T. E. Albrecht-Schmitt and S. Wang	2017	Overcoming the crystallization and designability issues in the ultrastable zirconium phosphonate framework system		Nature Communications			8								May			Overcoming the crystallization and designability issues in the ultrastable zirconium phosphonate framework system		2041-1723										15369		WOS:000402303600001					Times Cited: 95","     Xiu P, 2011, J PHYS CHEM B, V115, P2988, DOI 10.1021/jp108303q",Neal,"Fully Substantiated",Yes
"Nature 01","I. Arcavi, G. Hosseinzadeh, D. A. Howell, C. McCully, D. Poznanski, D. Kasen, J. Barnes, M. Zaltzman, S. Vasylyev, D. Maoz and S. Valenti	2017	Optical emission from a kilonova following a gravitational-wave-detected neutron-star merger		Nature			551		7678	64-+					Nov			Optical emission from a kilonova following a gravitational-wave-detected neutron-star merger		0028-0836												WOS:000414222900044					Times Cited: 115","     Coulter D. A., 2017, 21529 GCN",Aaron,"Fully Substantiated",No
"Nature 02","I. Arcavi, G. Hosseinzadeh, D. A. Howell, C. McCully, D. Poznanski, D. Kasen, J. Barnes, M. Zaltzman, S. Vasylyev, D. Maoz and S. Valenti	2017	Optical emission from a kilonova following a gravitational-wave-detected neutron-star merger		Nature			551		7678	64-+					Nov			Optical emission from a kilonova following a gravitational-wave-detected neutron-star merger		0028-0836												WOS:000414222900044					Times Cited: 115","     Poznanski D, 2010, SCIENCE, V327, P58, DOI 10.1126/science.1181709",Neal,"Fully Substantiated",Yes
"Nature 03","A. M. Azurenko, C. S. Chiu, G. Ji, M. F. Parsons, M. Kanasz-Nagy, R. Schmidt, F. Grusdt, E. Demler, D. Greif and M. Greiner	2017	A cold-atom Fermi-Hubbard antiferromagnet		Nature			545		7655	462-+					May			A cold-atom Fermi-Hubbard antiferromagnet		0028-0836												WOS:000401906500048					Times Cited: 124","     CHUBUKOV AV, 1994, PHYS REV B, V49, P11919, DOI 10.1103/PhysRevB.49.11919",Aaron,"Fully Substantiated",Yes
"Nature 04","J. Biamonte, P. Wittek, N. Pancotti, P. Rebentrost, N. Wiebe and S. Lloyd	2017	Quantum machine learning		Nature			549		7671	195-202					Sep			Quantum machine learning		0028-0836												WOS:000410555900032					Times Cited: 165","     Denchev V. S., 2012, P 29 INT C MACH LEAR",Neal,"Fully Substantiated",Yes
"Nature 05","F. Birey, J. Andersen, C. D. Makinson, S. Islam, W. Wei, N. Huber, H. C. Fan, K. R. C. Metzler, G. Panagiotakos, N. Thom, N. A. O'Rourke, L. M. Steinmetz, J. A. Bernstein, J. Hallmayer, J. R. Huguenard and S. P. Pasca	2017	Assembly of functionally integrated human forebrain spheroids		Nature			545		7652	54-+					May			Assembly of functionally integrated human forebrain spheroids		0028-0836												WOS:000400480400029					Times Cited: 123","     Lui JH, 2014, NATURE, V515, P264, DOI 10.1038/nature13973",Aaron,"Fully Substantiated",No
"Nature 06","B. Bradlyn, L. Elcoro, J. Cano, M. G. Vergniory, Z. J. Wang, C. Felser, M. I. Aroyo and B. A. Bernevig	2017	Topological quantum chemistry		Nature			547		7663	298-305					Jul			Topological quantum chemistry		0028-0836												WOS:000405844900024					Times Cited: 119","     Soluyanov AA, 2011, PHYS REV B, V83, DOI 10.1103/PhysRevB.83.035108",Neal,?,Yes
"Nature 07","R. D. Burk, Z. G. Chen, C. Saller, K. Tarvin, A. L. Carvalho, C. Scapulatempo-Neto, H. C. Silveira, J. H. Fregnani, C. J. Creighton, M. L. Anderson, P. Castro, S. S. Wang, C. Yau, C. Benz, A. G. Robertson, K. Mungall, L. Lim, R. Bowlby, S. Sadeghi, D. Brooks, P. Sipahimalani, R. Mar, A. Ally, A. Clarke, A. J. Mungall, A. Tam, D. Lee, E. Chuah, J. E. Schein, K. Tse, K. Kasaian, Y. Ma, M. A. Marra, M. Mayo, M. Balasundaram, N. Thiessen, N. Dhalla, R. Carlsen, R. A. Moore, R. A. Holt, S. J. M. Jones, T. N. Wong, A. Pantazi, M. Parfenov, R. Kucherlapati, A. Hadjipanayis, J. Seidman, M. Kucherlapati, X. J. Ren, A. W. Xu, L. X. Yang, P. J. Park, S. Lee, B. Rabeno, L. Huelsenbeck-Dill, M. Borowsky, M. Cadungog, M. Iacocca, N. Petrelli, P. Swanson, A. I. Ojesina, X. Le, G. Sandusky, S. N. Adebamowo, T. Akeredolu, C. Adebamowo, S. M. Reynolds, I. Shmulevich, C. Shelton, D. Crain, D. Mallery, E. Curley, J. Gardner, R. Penny, S. Morris, T. Shelton, J. Liu, L. Lolla, S. Chudamani, Y. Wu, M. Birrer, M. D. McLellan, M. H. Bailey, C. A. Miller, M. A. Wyczalkowski, R. S. Fulton, C. C. Fronick, C. Lu, E. R. Mardis, E. L. Appelbaum, H. K. Schmidt, L. A. Fulton, M. G. Cordes, T. D. Li, L. Ding, R. K. Wilson, J. S. Rader, B. Behmaram, D. Uyar, W. Bradley, J. Wrangle, A. Pastore, D. A. Levine, F. Dao, J. J. Gao, N. Schultz, C. Sander, M. Ladanyi, M. Einstein, R. Teeter, S. Benz, N. Wentzensen, I. Felau, J. C. Zenklusen, C. Bodelon, J. A. Demchok, L. M. Yang, M. Sheth, M. L. Ferguson, R. Tarnuzzer, H. N. Yang, M. Schiffman, J. S. Zhang, Z. N. Wang, T. Davidsen, O. Olaniyan, C. M. Hutter, H. J. Sofia, D. A. Gordenin, K. Chan, S. A. Roberts, L. J. Klimczak, C. Van Waes, Z. Chen, A. D. Saleh, H. Cheng, J. Parfitt, J. Bartlett, M. Albert, A. Arnaout, H. Sekhon, S. Gilbert, M. Peto, J. Myers, J. Harr, J. Eckman, J. Bergsten, K. Tucker, L. A. Zach, B. Y. Karlan, J. Lester, S. Orsulic, Q. Sun, R. Naresh, T. Pihl, Y. H. Wan, H. Zaren, J. Sapp, J. Miller, P. Drwiega, B. A. Murray, H. L. Zhang, A. D. Cherniack, C. Sougnez, C. S. Pedamallu, L. Lichtenstein, M. Meyerson, M. S. Noble, D. I. Heiman, D. Voet, G. Getz, G. Saksena, J. Kim, J. Shih, J. Cho, M. S. Lawrence, N. Gehlenborg, P. Lin, R. Beroukhim, S. Frazer, S. B. Gabriel, S. E. Schumacher, K. M. Leraas, T. M. Lichtenberg, E. Zmuda, J. Bowen, J. Frick, J. M. Gastier-Foster, L. Wise, M. Gerken, N. C. Ramirez, L. Danilova, L. Cope, S. B. Baylin, H. B. Salvesen, C. P. Vellano, Z. L. Ju, L. X. Diao, H. Zhao, Z. C. Chong, M. C. Ryan, E. Martinez-Ledesma, R. G. Verhaak, L. A. Byers, Y. Yuan, K. Chen, S. Y. Ling, G. B. Mills, Y. L. Lu, R. Akbani, S. Seth, H. Liang, J. Wang, L. Han, J. N. Weinstein, C. A. Bristow, W. Zhang, H. S. Mahadeshwar, H. D. Sun, J. B. Tang, J. H. Zhang, X. Z. Song, A. Protopopov, K. R. M. Shaw, L. Chin, O. Olabode, P. DiSaia, A. Radenbaugh, D. Haussler, J. C. Zhu, J. Stuart, P. Chalise, D. Koestler, B. L. Fridley, A. K. Godwin, R. Madan, G. Ciriello, C. Martinez, K. Higgins, T. Bocklage, J. T. Auman, C. M. Perou, D. H. Tan, J. S. Parker, K. A. Hoadley, M. D. Wilkerson, P. A. Mieczkowski, T. Skelly, U. Veluvolu, D. N. Hayes, W. K. Rathmell, A. P. Hoyle, J. V. Simons, J. Y. Wu, L. E. Mose, M. G. Soloway, S. Balu, S. W. Meng, S. R. Jefferys, T. Bodenheimer, Y. Shi, J. Roach, L. B. Thorne, L. Boice, M. Huang, C. D. Jones, R. Zuna, J. Walker, C. Gunderson, C. Snowbarger, D. Brown, K. Moxley, K. Moore, K. Andrade, L. Landrum, R. Mannel, S. McMeekin, S. Johnson, T. Nelson, E. Elishaev, R. Dhir, R. Edwards, R. Bhargava, D. G. Tiezzi, J. M. Andrade, H. Noushmehr, C. G. Carlotti, D. P. D. Tirapelli, D. J. Weisenberger, D. J. Van Den Berg, D. T. Maglinte, M. S. Bootwalla, P. H. Lai, T. Triche, E. M. Swisher, K. J. Agnew, C. S. Shelley, P. W. Laird, J. Schwarz, P. Grigsby, D. Mutch and N. Canc Genome Atlas Res	2017	Integrated genomic and molecular characterization of cervical cancer		Nature			543		7645	378-+					Mar			Integrated genomic and molecular characterization of cervical cancer		0028-0836												WOS:000396337400042					Times Cited: 176","     Lawrence MS, 2015, NATURE, V517, P576, DOI 10.1038/nature14129",Aaron,"Fully Substantiated",No
"Nature 08","D. S. Chen and I. Mellman	2017	Elements of cancer immunity and the cancer-immune set point		Nature			541		7637	321-330					Jan			Elements of cancer immunity and the cancer-immune set point		0028-0836												WOS:000396128800030					Times Cited: 505","     Gettinger SN, 2015, J CLIN ONCOL, V33, DOI 10.1200/jco.2015.33.15_suppl.3015",Neal,"Fully Substantiated",No
"Nature 09","S. Choi, J. Choi, R. Landig, G. Kucsko, H. Y. Zhou, J. Isoya, F. Jelezko, S. Onoda, H. Sumiya, V. Khemani, C. von Keyserlingk, N. Y. Yao, E. Demler and M. D. Lukin	2017	Observation of discrete time-crystalline order in a disordered dipolar many-body system		Nature			543		7644	221-+					Mar			Observation of discrete time-crystalline order in a disordered dipolar many-body system		0028-0836												WOS:000395688700034					Times Cited: 214","     Khemani V, 2016, PHYS REV LETT, V116, DOI 10.1103/PhysRevLett.116.250401",Aaron,?,Yes
"Nature 10","A. W. P. Fitzpatrick, B. Falcon, S. He, A. G. Murzin, G. Murshudov, H. J. Garringer, R. A. Crowther, B. Ghetti, M. Goedert and S. H. W. Scheres	2017	Cryo-EM structures of tau filaments from Alzheimer's disease		Nature			547		7662	185-+					Jul			Cryo-EM structures of tau filaments from Alzheimer's disease		0028-0836												WOS:000405314500032					Times Cited: 219","     GUSTKE N, 1994, BIOCHEMISTRY-US, V33, P9511, DOI 10.1021/bi00198a017",Neal,"Fully substantiated",No
"Nature 11","A. H. Gelebart, D. J. Mulder, M. Varga, A. Konya, G. Vantomme, E. W. Meijer, R. L. B. Selinger and D. J. Broer	2017	Making waves in a photoactive polymer film		Nature			546		7660	632-+					Jun			Making waves in a photoactive polymer film		0028-0836												WOS:000404332000043					Times Cited: 112","     Yamada M, 2008, ANGEW CHEM INT EDIT, V47, P4986, DOI 10.1002/anie.200800760",Aaron,"Fully Substantiated",Yes
"Nature 12","S. Goel, M. J. DeCristo, A. C. Watt, H. BrinJones, J. Sceneay, B. B. Li, N. Khan, J. M. Ubellacker, S. Z. Xie, O. Metzger-Filho, J. Hoog, M. J. Ellis, C. X. Ma, S. Ramm, I. E. Krop, E. P. Winer, T. M. Roberts, H. J. Kim, S. S. McAllister and J. J. Zhao	2017	CDK4/6 inhibition triggers anti-tumour immunity		Nature			548		7668	471-+					Aug			CDK4/6 inhibition triggers anti-tumour immunity		0028-0836												WOS:000408279000042					Times Cited: 121","     Sherr CJ, 1999, GENE DEV, V13, P1501, DOI 10.1101/gad.13.12.1501",Neal,"Fully Substantiated",No
"Nature 13","C. Gong, L. Li, Z. L. Li, H. W. Ji, A. Stern, Y. Xia, T. Cao, W. Bao, C. Z. Wang, Y. A. Wang, Z. Q. Qiu, R. J. Cava, S. G. Louie, J. Xia and X. Zhang	2017	Discovery of intrinsic ferromagnetism in two-dimensional van der Waals crystals		Nature			546		7657	265-+					Jun			Discovery of intrinsic ferromagnetism in two-dimensional van der Waals crystals		0028-0836												WOS:000402823400032					Times Cited: 317","     Chang CZ, 2013, SCIENCE, V340, P167, DOI 10.1126/science.1234414",Aaron,"Fully Substantiated",Yes
"Nature 14","S. R. Gordon, R. L. M. Aute, B. W. Dulken, G. Hutter, B. M. George, M. N. M. Ccracken, R. Gupta, J. M. Tsai, R. Sinha, D. Corey, A. M. Ring, A. J. Connolly and I. L. Weissman	2017	PD-1 expression by tumour-associated macrophages inhibits phagocytosis and tumour immunity		Nature			545		7655	495-+					May			PD-1 expression by tumour-associated macrophages inhibits phagocytosis and tumour immunity		0028-0836												WOS:000401906500055					Times Cited: 199","     Zou WP, 2016, SCI TRANSL MED, V8, DOI 10.1126/scitranslmed.aad7118",Neal,"Fully Substantiated",Yes
"Nature 15","H. C. Hazlett, H. B. Gu, B. C. Munsell, S. H. Kim, M. Styner, J. J. Wolff, J. T. Elison, M. R. Swanson, H. T. Zhu, K. N. B. Otteron, D. L. Collins, J. N. Constantino, S. R. Dager, A. M. Estes, A. C. Evans, V. S. Fonov, G. Gerig, P. Kostopoulos, R. C. McKinstry, J. Pandey, S. Paterson, J. R. Pruett, R. T. Schultz, D. W. Shaw, L. Zwaigenbaum, J. Piven and I. Network	2017	Early brain development in infants at high risk for autism spectrum disorder		Nature			542		7641	348-+					Feb			Early brain development in infants at high risk for autism spectrum disorder		0028-0836												WOS:000394451600037					Times Cited: 144","     Elison JT, 2013, AM J PSYCHIAT, V170, P899, DOI 10.1176/appi.ajp.2012.12091150",Aaron,"Fully Substantiated",Yes
"Nature 16","H. Hodaei, A. U. Hassan, S. Wittek, H. Garcia-Gracia, R. El-Ganainy, D. N. Christodoulides and M. Khajavikhan	2017	Enhanced sensitivity at higher-order exceptional points		Nature			548		7666	187-+					Aug			Enhanced sensitivity at higher-order exceptional points		0028-0836												WOS:000407284300038					Times Cited: 142","     Chong YD, 2012, PHYS REV LETT, V109, DOI 10.1103/PhysRevLett.109.063902",Neal,"Impossible to Substantiate",No
"Nature 17","C. C. Hon, J. A. Ramilowski, J. Harshbarger, N. Bertin, O. J. L. Rackham, J. Gough, E. Denisenko, S. Schmeier, T. M. Poulsen, J. Severin, M. Lizio, H. Kawaji, T. Kasukawa, M. Itoh, A. M. Burroughs, S. Noma, S. Djebali, T. Alam, Y. A. Medvedeva, A. C. Testa, L. Lipovich, C. W. Yip, I. Abugessaisa, M. Mendez, A. Hasegawa, D. Tang, T. Lassmann, P. Heutink, M. Babina, C. A. Wells, S. Kojima, Y. Nakamura, H. Suzuki, C. O. Daub, M. J. L. de Hoon, E. Arner, Y. Hayashizaki, P. Carninci and A. R. R. Forrest	2017	An atlas of human long non-coding RNAs with accurate 5 ' ends		Nature			543		7644	199-+					Mar			An atlas of human long non-coding RNAs with accurate 5 ' ends		0028-0836												WOS:000395688700030					Times Cited: 179","     Davydov EV, 2010, PLOS COMPUT BIOL, V6, DOI 10.1371/journal.pcbi.1001025",Aaron,Unsubstantiated,No
"Nature 18","C. C. Hon, J. A. Ramilowski, J. Harshbarger, N. Bertin, O. J. L. Rackham, J. Gough, E. Denisenko, S. Schmeier, T. M. Poulsen, J. Severin, M. Lizio, H. Kawaji, T. Kasukawa, M. Itoh, A. M. Burroughs, S. Noma, S. Djebali, T. Alam, Y. A. Medvedeva, A. C. Testa, L. Lipovich, C. W. Yip, I. Abugessaisa, M. Mendez, A. Hasegawa, D. Tang, T. Lassmann, P. Heutink, M. Babina, C. A. Wells, S. Kojima, Y. Nakamura, H. Suzuki, C. O. Daub, M. J. L. de Hoon, E. Arner, Y. Hayashizaki, P. Carninci and A. R. R. Forrest	2017	An atlas of human long non-coding RNAs with accurate 5 ' ends		Nature			543		7644	199-+					Mar			An atlas of human long non-coding RNAs with accurate 5 ' ends		0028-0836												WOS:000395688700030					Times Cited: 179","     Grabherr MG, 2011, NAT BIOTECHNOL, V29, P644, DOI 10.1038/nbt.1883",Neal,"Impossible to Substantiate",No
"Nature 19","G. S. Hotamisligil	2017	Inflammation, metaflammation and immunometabolic disorders		Nature			542		7640	177-185					Feb			Inflammation, metaflammation and immunometabolic disorders		0028-0836												WOS:000393737500030					Times Cited: 198","     Arruda AP, 2015, CELL METAB, V22, P381, DOI 10.1016/j.cmet.2015.06.010",Aaron,"Fully Substantiated",No
"Nature 20","S. R. Gordon, R. L. M. Aute, B. W. Dulken, G. Hutter, B. M. George, M. N. M. Ccracken, R. Gupta, J. M. Tsai, R. Sinha, D. Corey, A. M. Ring, A. J. Connolly and I. L. Weissman	2017	PD-1 expression by tumour-associated macrophages inhibits phagocytosis and tumour immunity		Nature			545		7655	495-+					May			PD-1 expression by tumour-associated macrophages inhibits phagocytosis and tumour immunity		0028-0836												WOS:000401906500055					Times Cited: 199","     Baba T, 2006, BLOOD, V107, P2004, DOI 10.1182/blood-2005-06-2345",Neal,"Fully Substantiated",Yes
"Nature 21","J. J. Hublin, A. Ben-Ncer, S. E. Bailey, S. E. Freidline, S. Neubauer, M. M. Skinner, I. Bergmann, A. Le Cabec, S. Benazzi, K. Harvati and P. Gunz	2017	New fossils from Jebel Irhoud, Morocco and the pan-African origin of Homo sapiens		Nature			546		7657	289-+					Jun			New fossils from Jebel Irhoud, Morocco and the pan-African origin of Homo sapiens		0028-0836												WOS:000402823400037					Times Cited: 134","     Harvati K, 2011, PLOS ONE, V6, DOI 10.1371/journal.pone.0024024",Aaron,"Fully Substantiated",No
"Nature 22","T. P. Hughes, J. T. Kerry, M. Alvarez-Noriega, J. G. Alvarez-Romero, K. D. Anderson, A. H. Baird, R. C. Babcock, M. Beger, D. R. Bellwood, R. Berkelmans, T. C. Bridge, I. R. Butler, M. Byrne, N. E. Cantin, S. Comeau, S. R. Connolly, G. S. Cumming, S. J. Dalton, G. Diaz-Pulido, C. M. Eakin, W. F. Figueira, J. P. Gilmour, H. B. Harrison, S. F. Heron, A. S. Hoey, J. P. A. Hobbs, M. O. Hoogenboom, E. V. Kennedy, C. Y. Kuo, J. M. Lough, R. J. Lowe, G. Liu, M. T. M. Cculloch, H. A. Malcolm, M. J. McWilliam, J. M. Pandolfi, R. J. Pears, M. S. Pratchett, V. Schoepf, T. Simpson, W. J. Skirving, B. Sommer, G. Torda, D. R. Wachenfeld, B. L. Willis and S. K. Wilson	2017	Global warming and recurrent mass bleaching of corals		Nature			543		7645	373-+					Mar			Global warming and recurrent mass bleaching of corals		0028-0836												WOS:000396337400041					Times Cited: 462","     West JM, 2003, CONSERV BIOL, V17, P956, DOI 10.1046/j.1523-1739.2003.02055.x",Neal,Unsubstantiated,No
"Nature 23","S. Kamerkar, V. S. LeBleu, H. Sugimoto, S. J. Yang, C. F. Ruivo, S. A. Melo, J. J. Lee and R. Kalluri	2017	Exosomes facilitate therapeutic targeting of oncogenic KRAS in pancreatic cancer		Nature			546		7659	498-+					Jun			Exosomes facilitate therapeutic targeting of oncogenic KRAS in pancreatic cancer		0028-0836												WOS:000403814100032					Times Cited: 213","     Brown EJ, 2001, TRENDS CELL BIOL, V11, P130, DOI 10.1016/S0962-8924(00)01906-1",Aaron,"Fully Substantiated",Yes
"Nature 24","D. Kasen, B. Metzger, J. Barnes, E. Quataert and E. Ramirez-Ruiz	2017	Origin of the heavy elements in binary neutron-star mergers from a gravitational-wave event		Nature			551		7678	80-+					Nov			Origin of the heavy elements in binary neutron-star mergers from a gravitational-wave event		0028-0836												WOS:000414222900048					Times Cited: 140","     Bauswein A, 2014, ASTROPHYS J LETT, V795, DOI 10.1088/2041-8205/795/1/L9",Neal,"Fully Substantiated",No
"Nature 25","E. Lefrancais, G. Ortiz-Munoz, A. Caudrillier, B. Mallavia, F. C. Liu, D. M. Sayah, E. E. Thornton, M. B. Headley, T. David, S. R. Coughlin, M. F. Krummel, A. D. Leavitt, E. Passegue and M. R. Looney	2017	The lung is a site of platelet biogenesis and a reservoir for haematopoietic progenitors		Nature			544		7648	105-+					Apr			The lung is a site of platelet biogenesis and a reservoir for haematopoietic progenitors		0028-0836												WOS:000398323300042					Times Cited: 133","     Weyrich AS, 2013, ANNU REV PHYSIOL, V75, P569, DOI 10.1146/annurev-physiol-030212-183752",Aaron,"Fully Substantiated",Yes
"Nature 26","Y. L. Liang, M. Khoshouei, M. Radjainia, Y. Zhang, A. Glukhova, J. Tarrasch, D. M. Thal, S. G. B. Furness, G. Christopoulos, T. Coudrat, R. Danev, W. Baumeister, L. J. Miller, A. Christopoulos, B. K. Kobilka, D. Wootten, G. Skiniotis and P. M. Sexton	2017	Phase-plate cryo-EM structure of a class B GPCR-G-protein complex		Nature			546		7656	118-+					Jun			Phase-plate cryo-EM structure of a class B GPCR-G-protein complex		0028-0836												WOS:000402372800039					Times Cited: 131","     Hilton JM, 2000, J ENDOCRINOL, V166, P213, DOI 10.1677/joe.0.1660213",Neal,"Fully Substantiated",Yes
"Nature 27","Y. L. Liang, M. Khoshouei, M. Radjainia, Y. Zhang, A. Glukhova, J. Tarrasch, D. M. Thal, S. G. B. Furness, G. Christopoulos, T. Coudrat, R. Danev, W. Baumeister, L. J. Miller, A. Christopoulos, B. K. Kobilka, D. Wootten, G. Skiniotis and P. M. Sexton	2017	Phase-plate cryo-EM structure of a class B GPCR-G-protein complex		Nature			546		7656	118-+					Jun			Phase-plate cryo-EM structure of a class B GPCR-G-protein complex		0028-0836												WOS:000402372800039					Times Cited: 131","     Khoshouei M, 2016, NAT COMMUN, V7, DOI 10.1038/ncomms10534",Aaron,"Fully Substantiated",Yes
"Nature 28","S. A. Liddelow, K. A. Guttenplan, L. E. C. Larke, F. C. Bennett, C. J. Bohlen, L. Schirmer, M. L. Bennett, A. E. Munch, W. S. Chung, T. C. Peterson, D. K. Wilton, A. Frouin, B. A. Napier, N. Panicker, M. Kumar, M. S. Buckwalter, D. H. Rowitch, V. L. Dawson, T. M. Dawson, B. Stevens and B. Barres	2017	Neurotoxic reactive astrocytes are induced by activated microglia		Nature			541		7638	481-487					Jan			Neurotoxic reactive astrocytes are induced by activated microglia		0028-0836												WOS:000396116600041					Times Cited: 621","     Zador Zsolt, 2009, Handb Exp Pharmacol, P159, DOI 10.1007/978-3-540-79885-9_7",Neal,"Fully Substantiated",Yes
"Nature 29","P. Lodahl, S. Mahmoodian, S. Stobbe, A. Rauschenbeutel, P. Schneeweiss, J. Volz, H. Pichler and P. Zoller	2017	Chiral quantum optics		Nature			541		7638	473-480					Jan			Chiral quantum optics		0028-0836												WOS:000396116600040					Times Cited: 246","     LAX M, 1975, PHYS REV A, V11, P1365, DOI 10.1103/PhysRevA.11.1365",Aaron,"Fully Substantiated",No
"Nature 30","P. Lodahl, S. Mahmoodian, S. Stobbe, A. Rauschenbeutel, P. Schneeweiss, J. Volz, H. Pichler and P. Zoller	2017	Chiral quantum optics		Nature			541		7638	473-480					Jan			Chiral quantum optics		0028-0836												WOS:000396116600040					Times Cited: 292","     Sukhov S, 2015, NAT PHOTONICS, V9, P809, DOI [10.1038/NPHOTON.2015.200, 10.1038/nphoton.2015.200]",Neal,"Fully Substantiated",Yes
"Nature 31","R. T. Manguso, H. W. Pope, M. D. Zimmer, F. D. Brown, K. B. Yates, B. C. Miller, N. B. Collins, K. Bi, M. W. Lafleur, V. R. Juneja, S. A. Weiss, J. Lo, D. E. Fisher, D. Miao, E. Van Allen, D. E. Root, A. H. Sharpe, J. G. Doench and W. N. Haining	2017	In vivo CRISPR screening identifies Ptpn2 as a cancer immunotherapy target		Nature			547		7664	413-+					Jul			In vivo CRISPR screening identifies Ptpn2 as a cancer immunotherapy target		0028-0836												WOS:000406358300027					Times Cited: 122","     Wada H, 2004, EUR J IMMUNOL, V34, P81, DOI 10.1002/eji.200324432",Aaron,"Fully Substantiated",No
"Nature 32","P. Marin-Palomo, J. N. Kemal, M. Karpov, A. Kordts, J. Pfeifle, M. H. P. Pfeiffer, P. Trocha, S. Wolf, V. Brasch, M. H. Anderson, R. Rosenberger, K. Vijayan, W. Freude, T. J. Kippenberg and C. Koos	2017	Microresonator-based solitons for massively parallel coherent optical communications		Nature			546		7657	274-+					Jun			Microresonator-based solitons for massively parallel coherent optical communications		0028-0836												WOS:000402823400034					Times Cited: 111","     Hillerkuss D, 2012, J OPT COMMUN NETW, V4, P715, DOI 10.1364/JOCN.4.000715",Neal,"Fully Substantiated",Yes
